Laid off Users in CERT5.2 from 2009-12 to 2011-05
CLL0306,2010-09-04,Colleen Lois Lang,CLL0306,Colleen.Lois.Lang@dtaa.com,AdministrativeAssistant,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Arsenio Solomon Herrera

JRC1963,2010-25-04,Jane Regina Craig,JRC1963,Jane.Regina.Craig@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis

QSG1150,2010-21-04,Quentin Stephen Gilmore,QSG1150,Quentin.Stephen.Gilmore@dtaa.com,Mathematician,,2 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Harriet Cassidy Patrick

QAP0266,2010-14-04,Quinlan Alden Potts,QAP0266,Quinlan.Alden.Potts@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Jessica Jeanette Cline

GMM1037,2010-20-04,Gray Mason Mccray,GMM1037,Gray.Mason.Mccray@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Evangeline Yoko Malone

MAF0467,2010-06-04,Morgan Alma Fowler,MAF0467,Morgan.Alma.Fowler@dtaa.com,ITAdmin,Project 19,1 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Justine Paula Mccullough

BAR1328,2010-01-04,Brady Arden Roy,BAR1328,Brady.Arden.Roy@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna

ZAD1621,2010-29-04,Zorita Ashely Delaney,ZAD1621,Zorita.Ashely.Delaney@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould

XMG1579,2010-21-04,Xandra Mia Gilmore,XMG1579,Xandra.Mia.Gilmore@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Daniel Aquila Chandler

OCW1127,2010-10-05,Orson Curran Watts,OCW1127,Orson.Curran.Watts@dtaa.com,ITAdmin,Project 24,2 - Executive,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Darrel Naida Walton

PKS1187,2010-07-05,Portia Kerry Spears,PKS1187,Portia.Kerry.Spears@dtaa.com,WebDeveloper,Project 14,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Jackson Timothy Sullivan

HBH0111,2010-27-05,Heidi Brianna Hartman,HBH0111,Heidi.Brianna.Hartman@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren

GER0350,2010-14-05,Galvin Ezra Ruiz,GER0350,Galvin.Ezra.Ruiz@dtaa.com,AdministrativeAssistant,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Sarah Regina Reyes

BSS0847,2010-14-05,Bo Stephanie Slater,BSS0847,Bo.Stephanie.Slater@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Prescott Jasper Collins

KBC0818,2010-05-05,Kenneth Brandon Curtis,KBC0818,Kenneth.Brandon.Curtis@dtaa.com,StockroomClerk,Project 28,1 - Executive,3 - Manufacturing,3 - Assembly,3 - Stockroom,Alma Nola Tillman

TAG1610,2010-02-06,Tiger Axel Gates,TAG1610,Tiger.Axel.Gates@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould

OCD1985,2010-16-06,Odysseus Colt Day,OCD1985,Odysseus.Colt.Day@dtaa.com,LabManager,,2 - Executive,2 - ResearchAndEngineering,2 - Research,6 - Lab,Phoebe Erin Mcdowell

EAL1813,2010-30-06,Erich Alan Luna,EAL1813,Erich.Alan.Luna@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry

WBP0828,2010-11-06,William Brady Parsons,WBP0828,William.Brady.Parsons@dtaa.com,StockroomClerk,Project 28,1 - Executive,3 - Manufacturing,3 - Assembly,3 - Stockroom,Alma Nola Tillman

MPF0690,2010-18-06,Mara Priscilla Farrell,MPF0690,Mara.Priscilla.Farrell@dtaa.com,ITAdmin,Project 25,2 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Jessica Jeanette Cline

USM0703,2010-10-06,Ursa Serena Mccarthy,USM0703,Ursa.Serena.Mccarthy@dtaa.com,SoftwareQualityEngineer,Project 25,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,1 - SQA,Brennan Thaddeus Dominguez

NWH0960,2010-03-06,Nolan Wayne Hawkins,NWH0960,Nolan.Wayne.Hawkins@dtaa.com,HardwareEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson

RKW1936,2010-01-06,Remedios Kylynn Weaver,RKW1936,Remedios.Kylynn.Weaver@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Rhona Maite Kennedy

RFP1918,2010-27-06,Risa Florence Pittman,RFP1918,Risa.Florence.Pittman@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno

BRM0126,2010-18-06,Britanni Rebecca Martin,BRM0126,Britanni.Rebecca.Martin@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Kuame Nathaniel Maxwell

MAR1075,2010-25-06,MacKenzie Alma Ruiz,MAR1075,MacKenzie.Alma.Ruiz@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham

GWH0961,2010-03-06,Garrett William Holland,GWH0961,Garrett.William.Holland@dtaa.com,HardwareEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson

JXH1061,2010-23-06,Jayme Xandra Harvey,JXH1061,Jayme.Xandra.Harvey@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham

HFF0560,2010-30-06,Hyatt Fritz Flynn,HFF0560,Hyatt.Fritz.Flynn@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren

RDP1751,2010-29-06,Rhea Denise Petersen,RDP1751,Rhea.Denise.Petersen@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Lydia Risa Vega

MMB0556,2010-15-06,Mollie Michelle Blankenship,MMB0556,Mollie.Michelle.Blankenship@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren

FKS1696,2010-11-06,Forrest Kibo Small,FKS1696,Forrest.Kibo.Small@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley

BMR0865,2010-04-06,Blair Macaulay Reilly,BMR0865,Blair.Macaulay.Reilly@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Rae Yetta Greer

UAM1108,2010-09-07,Urielle Amy Middleton,UAM1108,Urielle.Amy.Middleton@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Moana Gemma Talley

CRD0272,2010-16-07,Cassady Rachel Daniels,CRD0272,Cassady.Rachel.Daniels@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Jessica Jeanette Cline

AWW0718,2010-16-07,Asher William Wheeler,AWW0718,Asher.William.Wheeler@dtaa.com,SoftwareEngineer,Project 11,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Arsenio Solomon Herrera

KEW0198,2010-29-07,Kiara Emerald Watson,KEW0198,Kiara.Emerald.Watson@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Chaney Daquan Lee

BNS0484,2010-21-07,Beverly Neve Simon,BNS0484,Beverly.Neve.Simon@dtaa.com,SoftwareQualityEngineer,Project 38,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,1 - SQA,Lars Tarik Patterson

EJO0236,2010-16-07,Erica Justine Olsen,EJO0236,Erica.Justine.Olsen@dtaa.com,AdministrativeAssistant,,2 - Executive,1 - Adminstration,,,Lareina Kylie Madden

DAS1320,2010-30-07,Dora Amelia Spears,DAS1320,Dora.Amelia.Spears@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna

HKK0881,2010-09-07,Hyatt Kadeem Klein,HKK0881,Hyatt.Kadeem.Klein@dtaa.com,Technician,Project 22,2 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Hedda Imani Kline

ESP1198,2010-14-07,Eve Sopoline Powell,ESP1198,Eve.Sopoline.Powell@dtaa.com,WebDeveloper,Project 12,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Jackson Timothy Sullivan

LSM1382,2010-08-07,Leandra Sage Moran,LSM1382,Leandra.Sage.Moran@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas

GFM1815,2010-30-07,George Finn Morin,GFM1815,George.Finn.Morin@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry

CIM1095,2010-07-07,Colette Iris Mullen,CIM1095,Colette.Iris.Mullen@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Moana Gemma Talley

VCF1602,2010-20-08,Vanna Charde Fowler,VCF1602,Vanna.Charde.Fowler@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould

CKP0630,2010-26-08,Carissa Kaye Parsons,CKP0630,Carissa.Kaye.Parsons@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Bradley Tyrone Nieves

MMR1458,2010-06-08,Marcia Melissa Rowland,MMR1458,Marcia.Melissa.Rowland@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Lara Yvonne Lopez

JKM1790,2010-30-07,Jeremy Kevin Mcleod,JKM1790,Jeremy.Kevin.Mcleod@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry

PBC0077,2010-13-08,Pearl Bertha Cortez,PBC0077,Pearl.Bertha.Cortez@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,1 - SQA,Lars Tarik Patterson

JIB1258,2010-13-08,Joel Isaac Bernard,JIB1258,Joel.Isaac.Bernard@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Rebecca Maya Haynes

SCO1719,2010-06-08,Sean Chaim Owen,SCO1719,Sean.Chaim.Owen@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett

ZJN1492,2010-11-08,Zenia Jessamine Newton,ZJN1492,Zenia.Jessamine.Newton@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Raymond Edward Larson

SAF1942,2010-13-08,Sloane Aristotle Finley,SAF1942,Sloane.Aristotle.Finley@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Rhona Maite Kennedy

PTV0067,2010-13-08,Penelope TaShya Vinson,PTV0067,Penelope.TaShya.Vinson@dtaa.com,Physicist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Kimberly Molly Graves

KBC1390,2010-10-08,Kamal Bernard Chen,KBC1390,Kamal.Bernard.Chen@dtaa.com,Salesman,Project 5,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas

ZIE0741,2010-27-08,Zeus Isaac Everett,ZIE0741,Zeus.Isaac.Everett@dtaa.com,WebDeveloper,Project 38,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Thomas August Hammond

DTB0722,2010-27-08,Deborah Tamara Beach,DTB0722,Deborah.Tamara.Beach@dtaa.com,HardwareEngineer,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Raja Casey Decker

CEW1960,2010-06-08,Cara Eugenia William,CEW1960,Cara.Eugenia.William@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis

ZHB1104,2010-20-08,Zephania Hu Bridges,ZHB1104,Zephania.Hu.Bridges@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Moana Gemma Talley

EPG1196,2010-05-08,Eaton Prescott Gilliam,EPG1196,Eaton.Prescott.Gilliam@dtaa.com,WebDeveloper,Project 36,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Jackson Timothy Sullivan

PTM1432,2010-20-08,Phyllis Tamekah Meadows,PTM1432,Phyllis.Tamekah.Meadows@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Michelle Yoshi Booker

ILG0879,2010-20-09,Imani Lara Glover,ILG0879,Imani.Lara.Glover@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Hedda Imani Kline

DMP0344,2010-03-09,Darius Micah Pennington,DMP0344,Darius.Micah.Pennington@dtaa.com,MaterialsEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,4 - MaterialsEngineering,Uriel Michael Burns

DEO1964,2010-23-09,Dylan Emmanuel Osborne,DEO1964,Dylan.Emmanuel.Osborne@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis

MGM0539,2010-24-09,Marcia Galena Mendoza,MGM0539,Marcia.Galena.Mendoza@dtaa.com,TechnicalWriter,Project 38,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,1 - Publications,Brenda Paloma Allison

MDS0680,2010-17-09,Melodie Denise Sykes,MDS0680,Melodie.Denise.Sykes@dtaa.com,SecurityGuard,,2 - Executive,1 - Adminstration,6 - Security,1 - BuildingSecurity,Vaughan Chaney Chang

CNM0787,2010-27-09,Calvin Nicolas Marshall,CNM0787,Calvin.Nicolas.Marshall@dtaa.com,SystemsEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman

IHC0561,2010-28-09,Indigo Halee Christensen,IHC0561,Indigo.Halee.Christensen@dtaa.com,MaterialsEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,4 - MaterialsEngineering,Kaitlin Riley Craft

OJC0930,2010-01-09,Orson John Coleman,OJC0930,Orson.John.Coleman@dtaa.com,Mathematician,,1 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Anthony Buckminster Maxwell

NBL1190,2010-20-09,Nicolas Blaine Larson,NBL1190,Nicolas.Blaine.Larson@dtaa.com,WebDeveloper,Project 5,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Jackson Timothy Sullivan

OSS1463,2010-21-09,Oprah Samantha Snow,OSS1463,Oprah.Samantha.Snow@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Lara Yvonne Lopez

SIS0042,2010-02-09,Shelby Isabelle Saunders,SIS0042,Shelby.Isabelle.Saunders@dtaa.com,ITAdmin,Project 12,1 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Justine Paula Mccullough

CIF1430,2010-23-09,Colette Isabelle Frye,CIF1430,Colette.Isabelle.Frye@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Michelle Yoshi Booker

ALT1465,2010-08-09,Abra Leigh Travis,ALT1465,Abra.Leigh.Travis@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Lara Yvonne Lopez

KLB0918,2010-09-09,Kadeem Leroy Butler,KLB0918,Kadeem.Leroy.Butler@dtaa.com,ITAdmin,,1 - Executive,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Keith Jelani Morse

TRC1838,2010-15-09,Tana Rose Curry,TRC1838,Tana.Rose.Curry@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donna Erin Black

TNB1616,2010-10-09,Thomas Nasim Bender,TNB1616,Thomas.Nasim.Bender@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould

WHG1669,2010-03-09,Wallace Holmes Graham,WHG1669,Wallace.Holmes.Graham@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,4 - Lab,Brock Talon Garner

IVS1411,2010-24-09,Ivana Vivien Shepherd,IVS1411,Ivana.Vivien.Shepherd@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas

WDT1634,2010-20-09,Willa Deborah Tyson,WDT1634,Willa.Deborah.Tyson@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles

DHS0204,2010-10-09,Dean Hop Stevenson,DHS0204,Dean.Hop.Stevenson@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Chastity Emerald Sweet

SMS0432,2010-20-09,Sage Melissa Scott,SMS0432,Sage.Melissa.Scott@dtaa.com,Technician,Project 22,2 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Hedda Imani Kline

SLL0193,2010-23-09,Samson Louis Lynch,SLL0193,Samson.Louis.Lynch@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Chaney Daquan Lee

MTD0971,2010-21-10,Madeline Tatum Donaldson,MTD0971,Madeline.Tatum.Donaldson@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson

WFV0687,2010-20-10,William Fulton Vega,WFV0687,William.Fulton.Vega@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Jessica Jeanette Cline

STH0353,2010-21-10,Sara Tallulah Hopper,STH0353,Sara.Tallulah.Hopper@dtaa.com,TestEngineer,Project 2,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Sarah Regina Reyes

RPJ1159,2010-05-10,Ronan Philip Jimenez,RPJ1159,Ronan.Philip.Jimenez@dtaa.com,ComputerProgrammer,Project 17,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Allegra Genevieve Buckner

CHP1711,2010-13-10,Cody Hall Phelps,CHP1711,Cody.Hall.Phelps@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett

DDR1649,2010-22-10,Daquan Dominic Riddle,DDR1649,Daquan.Dominic.Riddle@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles

MFM1400,2010-08-10,Madaline Fallon Murphy,MFM1400,Madaline.Fallon.Murphy@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas

TTR1792,2010-27-10,Thaddeus Theodore Ruiz,TTR1792,Thaddeus.Theodore.Ruiz@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry

JKB0287,2010-04-10,Jakeem Kaseem Barrera,JKB0287,Jakeem.Kaseem.Barrera@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,,Phoebe Erin Mcdowell

GWG0497,2010-15-10,Graham Wade Gordon,GWG0497,Graham.Wade.Gordon@dtaa.com,ComputerScientist,Project 30,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Shay Kitra Cash

MCP0611,2010-06-10,Marvin Carl Perkins,MCP0611,Marvin.Carl.Perkins@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Bradley Tyrone Nieves

DNJ0740,2010-26-10,Drake Norman Jordan,DNJ0740,Drake.Norman.Jordan@dtaa.com,WebDeveloper,Project 29,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Thomas August Hammond

